id,private,full_name,stars,ssh_url,clone_url,size,watchers,has_issues,forks,open_issues,license,run_item_id,cloned,chosen,commits,contributors,created_at,updated_at,pushed_at,analyzed,coverage,failed,comments,repo_id,commit_id,commite_id,complexity
5509,false,mojohaus/jaxws-maven-plugin,25,git@github.com:mojohaus/jaxws-maven-plugin.git,https://github.com/mojohaus/jaxws-maven-plugin.git,2312,25,true,37,30,apache-2.0,94,true,true,1216,27,2015-09-29 16:42:32+03,2024-11-23 01:55:19+02,2023-11-25 19:32:07+02,true,1.00,false,NULL,43369886,NULL,49e004b,436
5510,false,salesforce/bazel-maven-proxy,24,git@github.com:salesforce/bazel-maven-proxy.git,https://github.com/salesforce/bazel-maven-proxy.git,108,24,true,7,2,epl-2.0,94,false,false,NULL,NULL,2019-05-06 15:01:54+03,2024-10-28 05:37:07+02,2023-04-19 01:23:26+03,false,NULL,false,NULL,185188267,NULL,NULL,NULL
5511,false,jfrog/artifactory-maven-plugin,24,git@github.com:jfrog/artifactory-maven-plugin.git,https://github.com/jfrog/artifactory-maven-plugin.git,171,24,true,28,39,apache-2.0,94,true,true,53,8,2020-09-10 18:29:20+03,2024-11-04 19:29:28+02,2023-10-18 18:28:33+03,true,44.00,false,NULL,294449237,NULL,b7f7c83,243
5512,false,d4v-id/Microservices_JWT_Authentication_Authorization_Spring_Boot_3,24,git@github.com:d4v-id/Microservices_JWT_Authentication_Authorization_Spring_Boot_3.git,https://github.com/d4v-id/Microservices_JWT_Authentication_Authorization_Spring_Boot_3.git,190,24,true,3,0,,94,false,false,NULL,NULL,2023-08-14 04:20:06+03,2024-12-29 19:34:13+02,2023-08-15 13:15:19+03,false,NULL,false,NULL,678192136,NULL,NULL,NULL
5513,false,null93/drawille,23,git@github.com:null93/drawille.git,https://github.com/null93/drawille.git,124,23,true,3,1,mit,94,false,false,NULL,NULL,2017-12-25 05:12:31+02,2024-07-17 07:08:33+03,2023-01-04 15:53:03+02,false,NULL,false,NULL,115302372,NULL,NULL,NULL
5514,false,mincong-h/learning-elasticsearch,22,git@github.com:mincong-h/learning-elasticsearch.git,https://github.com/mincong-h/learning-elasticsearch.git,257,22,true,8,17,mit,94,false,false,NULL,NULL,2019-11-23 14:28:45+02,2024-03-27 01:00:57+02,2023-03-06 06:57:13+02,false,NULL,false,NULL,223585062,NULL,NULL,NULL
5515,false,snchengqi/http2-qing,22,git@github.com:snchengqi/http2-qing.git,https://github.com/snchengqi/http2-qing.git,105,22,true,1,2,apache-2.0,94,false,false,NULL,NULL,2020-06-28 08:55:06+03,2024-06-05 07:10:33+03,2023-07-24 00:29:05+03,false,NULL,false,NULL,275517333,NULL,NULL,NULL
5516,false,Shubh2-0/Shopzilla-Online-Shopping-Platform,22,git@github.com:Shubh2-0/Shopzilla-Online-Shopping-Platform.git,https://github.com/Shubh2-0/Shopzilla-Online-Shopping-Platform.git,25024,22,true,6,0,,94,false,false,NULL,NULL,2023-03-28 11:32:38+03,2025-02-03 13:10:21+02,2023-09-13 16:03:09+03,false,NULL,false,NULL,620208216,NULL,NULL,NULL
5517,false,holdennguyen/cicd-pipeline-java-webapp,21,git@github.com:holdennguyen/cicd-pipeline-java-webapp.git,https://github.com/holdennguyen/cicd-pipeline-java-webapp.git,3674,21,true,39,4,mit,94,true,true,28,3,2023-03-24 12:38:17+02,2025-03-01 19:47:16+02,2023-08-01 19:51:07+03,true,NULL,true,Unresolved compilation issues,618377056,NULL,c9005d4,0
5518,false,quick-perf/maven-test-bench,21,git@github.com:quick-perf/maven-test-bench.git,https://github.com/quick-perf/maven-test-bench.git,268,21,true,6,6,apache-2.0,94,false,false,NULL,NULL,2019-09-04 14:27:28+03,2024-05-25 23:27:26+03,2023-02-27 11:36:37+02,false,NULL,false,NULL,206303197,NULL,NULL,NULL
5519,false,att/kubekleaner,20,git@github.com:att/kubekleaner.git,https://github.com/att/kubekleaner.git,369,20,true,12,0,mit,94,false,false,NULL,NULL,2017-09-19 00:49:56+03,2024-09-11 10:59:57+03,2023-04-07 04:34:34+03,false,NULL,false,NULL,103995563,NULL,NULL,NULL
5520,false,bdostumski/learning-full-stack,20,git@github.com:bdostumski/learning-full-stack.git,https://github.com/bdostumski/learning-full-stack.git,183485,20,true,8,3,,94,false,false,NULL,NULL,2022-12-10 14:57:53+02,2025-02-12 22:22:21+02,2023-03-12 11:07:52+02,false,NULL,false,NULL,576625206,NULL,NULL,NULL
5521,false,imixs/manik-hot-deploy,20,git@github.com:imixs/manik-hot-deploy.git,https://github.com/imixs/manik-hot-deploy.git,865,20,true,7,1,gpl-3.0,94,false,false,NULL,NULL,2014-06-14 10:57:21+03,2024-05-04 05:07:52+03,2023-09-06 20:13:32+03,false,NULL,false,NULL,20827805,NULL,NULL,NULL
5522,false,JoshEvan/StockManagementSystem,20,git@github.com:JoshEvan/StockManagementSystem.git,https://github.com/JoshEvan/StockManagementSystem.git,2717,20,true,1,26,,94,false,false,NULL,NULL,2020-04-04 19:08:33+03,2025-03-02 14:21:19+02,2023-03-04 19:02:56+02,false,NULL,false,NULL,253041305,NULL,NULL,NULL
5523,false,Diptonil/raging-coffee,19,git@github.com:Diptonil/raging-coffee.git,https://github.com/Diptonil/raging-coffee.git,379,19,true,4,11,mit,94,true,true,113,5,2022-07-17 19:58:47+03,2023-08-20 15:24:54+03,2023-05-21 20:48:12+03,true,0.00,false,No coverage,514903647,NULL,1853b90,1159
5524,false,YiMing-Chris/project,19,git@github.com:YiMing-Chris/project.git,https://github.com/YiMing-Chris/project.git,776,19,true,6,1,,94,false,false,NULL,NULL,2022-06-24 23:40:15+03,2025-01-25 12:34:37+02,2023-09-01 06:14:09+03,false,NULL,false,NULL,507138777,NULL,NULL,NULL
5525,false,Together-Java/JShellBot,19,git@github.com:Together-Java/JShellBot.git,https://github.com/Together-Java/JShellBot.git,143,19,true,7,6,,94,false,false,NULL,NULL,2018-03-09 23:40:35+02,2024-01-14 01:58:01+02,2023-12-06 00:18:15+02,false,NULL,false,NULL,124596281,NULL,NULL,NULL
5526,false,shivendra0852/Hotel-Booking-System-Rest-API,19,git@github.com:shivendra0852/Hotel-Booking-System-Rest-API.git,https://github.com/shivendra0852/Hotel-Booking-System-Rest-API.git,408,19,true,10,11,,94,false,false,NULL,NULL,2023-05-13 09:24:55+03,2025-02-05 05:53:04+02,2023-06-20 20:38:37+03,false,NULL,false,NULL,640148396,NULL,NULL,NULL
5527,false,qimu666/qi-api-sdk,19,git@github.com:qimu666/qi-api-sdk.git,https://github.com/qimu666/qi-api-sdk.git,50,19,true,7,0,,94,false,false,NULL,NULL,2023-09-09 18:33:18+03,2024-11-18 17:58:06+02,2023-12-11 04:57:56+02,false,NULL,false,NULL,689369033,NULL,NULL,NULL
5528,false,dmkyr20/tables4j,18,git@github.com:dmkyr20/tables4j.git,https://github.com/dmkyr20/tables4j.git,683,18,true,2,1,mit,94,false,false,NULL,NULL,2020-03-01 16:37:28+02,2023-11-30 10:25:19+02,2023-05-18 20:29:41+03,false,NULL,false,NULL,244165355,NULL,NULL,NULL
5529,false,jenkinsci/repository-connector-plugin,18,git@github.com:jenkinsci/repository-connector-plugin.git,https://github.com/jenkinsci/repository-connector-plugin.git,312,18,false,52,7,,94,false,false,NULL,NULL,2010-12-13 07:49:56+02,2023-10-17 21:56:40+03,2024-08-09 12:16:11+03,false,NULL,false,NULL,1163711,NULL,NULL,NULL
5530,false,pacifiquem/Libra,18,git@github.com:pacifiquem/Libra.git,https://github.com/pacifiquem/Libra.git,69,18,true,4,0,apache-2.0,94,false,false,NULL,NULL,2023-01-10 12:01:01+02,2024-05-25 17:02:53+03,2023-05-16 10:58:57+03,false,NULL,false,NULL,587247619,NULL,NULL,NULL
5531,false,xdev-software/biapi,18,git@github.com:xdev-software/biapi.git,https://github.com/xdev-software/biapi.git,361,18,true,1,5,lgpl-3.0,94,false,false,NULL,NULL,2020-11-16 15:06:43+02,2024-01-18 13:40:00+02,2023-12-25 02:42:33+02,false,NULL,false,NULL,313305248,NULL,NULL,NULL
5532,false,hageldave/ImagingKit,17,git@github.com:hageldave/ImagingKit.git,https://github.com/hageldave/ImagingKit.git,3060,17,true,2,3,mit,94,false,false,NULL,NULL,2015-12-23 02:51:06+02,2024-07-24 10:25:51+03,2023-09-06 17:00:41+03,false,NULL,false,NULL,48461129,NULL,NULL,NULL
5533,false,foo4u/conventional-commits-for-java,17,git@github.com:foo4u/conventional-commits-for-java.git,https://github.com/foo4u/conventional-commits-for-java.git,108,17,true,11,11,,94,false,false,NULL,NULL,2019-10-30 00:54:32+02,2024-12-31 12:57:57+02,2023-09-18 22:21:52+03,false,NULL,false,NULL,218398622,NULL,NULL,NULL
5534,false,VINAYKUMARKUNDER/Insurance-Management-System,17,git@github.com:VINAYKUMARKUNDER/Insurance-Management-System.git,https://github.com/VINAYKUMARKUNDER/Insurance-Management-System.git,124,17,true,8,0,,94,false,false,NULL,NULL,2023-03-31 09:14:25+03,2025-02-09 08:44:57+02,2023-04-05 10:55:54+03,false,NULL,false,NULL,621667316,NULL,NULL,NULL
5535,false,aedemirsen/SpringbootTemplate,17,git@github.com:aedemirsen/SpringbootTemplate.git,https://github.com/aedemirsen/SpringbootTemplate.git,90,17,true,2,0,,94,false,false,NULL,NULL,2023-10-17 19:55:07+03,2025-02-03 15:02:09+02,2023-11-08 14:20:41+02,false,NULL,false,NULL,706292399,NULL,NULL,NULL
5536,false,HubSpot/maven-snapshot-accelerator,16,git@github.com:HubSpot/maven-snapshot-accelerator.git,https://github.com/HubSpot/maven-snapshot-accelerator.git,54,16,false,2,1,apache-2.0,94,false,false,NULL,NULL,2017-11-27 22:11:08+02,2022-11-18 14:43:48+02,2023-02-26 02:10:43+02,false,NULL,false,NULL,112243303,NULL,NULL,NULL
5537,false,visalsrimanga/Shopping-Cart-Web-App,16,git@github.com:visalsrimanga/Shopping-Cart-Web-App.git,https://github.com/visalsrimanga/Shopping-Cart-Web-App.git,159,16,true,16,0,mit,94,false,false,NULL,NULL,2023-01-11 19:42:02+02,2024-12-08 20:15:37+02,2023-01-14 22:42:20+02,false,NULL,false,NULL,587835019,NULL,NULL,NULL
5538,false,2much2learn/article_dec_28_mavengradle-based-multi-module-spring-boot-microservices,16,git@github.com:2much2learn/article_dec_28_mavengradle-based-multi-module-spring-boot-microservices.git,https://github.com/2much2learn/article_dec_28_mavengradle-based-multi-module-spring-boot-microservices.git,140,16,true,29,4,,94,false,false,NULL,NULL,2020-12-25 14:32:29+02,2025-02-18 14:10:25+02,2023-09-09 05:50:08+03,false,NULL,false,NULL,324358775,NULL,NULL,NULL
5539,false,NishkarshRaj/Maven-Using-CMD,16,git@github.com:NishkarshRaj/Maven-Using-CMD.git,https://github.com/NishkarshRaj/Maven-Using-CMD.git,654,16,true,35,14,mit,94,false,false,NULL,NULL,2019-06-30 09:28:37+03,2024-10-05 17:31:00+03,2023-12-16 08:18:34+02,false,NULL,false,NULL,194483140,NULL,NULL,NULL
5540,false,ssimmie/todos,16,git@github.com:ssimmie/todos.git,https://github.com/ssimmie/todos.git,946,16,false,6,10,mit,94,false,false,NULL,NULL,2019-02-02 19:31:30+02,2024-04-24 00:58:21+03,2024-12-23 09:51:56+02,false,NULL,false,NULL,168857901,NULL,NULL,NULL
5541,false,zonas0574/163musicDownload,15,git@github.com:zonas0574/163musicDownload.git,https://github.com/zonas0574/163musicDownload.git,12,15,true,1,2,,94,false,false,NULL,NULL,2018-10-17 10:36:58+03,2025-01-21 08:18:59+02,2023-12-17 07:06:29+02,false,NULL,false,NULL,153415292,NULL,NULL,NULL
5542,false,Rapter1990/kubernetesjavaclientapi,15,git@github.com:Rapter1990/kubernetesjavaclientapi.git,https://github.com/Rapter1990/kubernetesjavaclientapi.git,2200,15,true,5,0,,94,false,false,NULL,NULL,2023-11-17 15:08:48+02,2024-12-25 01:38:09+02,2023-11-18 21:43:05+02,false,NULL,false,NULL,720043449,NULL,NULL,NULL
5543,false,Shubh2-0/WorkFolio,15,git@github.com:Shubh2-0/WorkFolio.git,https://github.com/Shubh2-0/WorkFolio.git,33779,15,true,2,0,,94,false,false,NULL,NULL,2023-07-24 22:22:20+03,2024-08-30 13:07:11+03,2023-10-28 11:53:58+03,false,NULL,false,NULL,670316684,NULL,NULL,NULL
5544,false,OrhanKupusoglu/bazelize-maven-plugin,15,git@github.com:OrhanKupusoglu/bazelize-maven-plugin.git,https://github.com/OrhanKupusoglu/bazelize-maven-plugin.git,121,15,true,3,2,apache-2.0,94,false,false,NULL,NULL,2018-06-28 19:35:49+03,2024-11-20 21:29:47+02,2023-11-15 01:39:11+02,false,NULL,false,NULL,139044101,NULL,NULL,NULL
5545,false,codeforgeyt/airport-management,15,git@github.com:codeforgeyt/airport-management.git,https://github.com/codeforgeyt/airport-management.git,55,15,true,19,1,,94,false,false,NULL,NULL,2020-08-01 09:25:08+03,2024-12-19 12:53:32+02,2023-10-09 11:22:11+03,false,NULL,false,NULL,284201520,NULL,NULL,NULL
5546,false,LinguaRobot/aws-cdk-maven-plugin,14,git@github.com:LinguaRobot/aws-cdk-maven-plugin.git,https://github.com/LinguaRobot/aws-cdk-maven-plugin.git,216,14,true,2,13,apache-2.0,94,true,true,82,3,2020-06-03 18:33:04+03,2025-02-09 10:22:06+02,2023-01-27 09:01:09+02,true,NULL,true,It has a pushed_at date but no commits in the expected period,269126365,NULL,NULL,923
5547,false,martinspielmann/haveibeenpwned4j,14,git@github.com:martinspielmann/haveibeenpwned4j.git,https://github.com/martinspielmann/haveibeenpwned4j.git,62,14,true,2,0,apache-2.0,94,true,true,45,4,2019-11-13 12:44:08+02,2024-10-16 21:29:23+03,2023-02-22 00:21:20+02,true,0.00,false,No coverage,221435910,NULL,a7150fe,190
5548,false,jcabi/jcabi-maven-slf4j,14,git@github.com:jcabi/jcabi-maven-slf4j.git,https://github.com/jcabi/jcabi-maven-slf4j.git,355,14,true,5,12,other,94,true,true,281,6,2013-09-04 16:27:44+03,2023-05-17 05:05:05+03,2025-02-25 21:15:15+02,true,3.00,false,NULL,12591339,NULL,fad60a5,61
5549,false,himash79/Spring-boot-MYSQL-Rest-API-CRUD,14,git@github.com:himash79/Spring-boot-MYSQL-Rest-API-CRUD.git,https://github.com/himash79/Spring-boot-MYSQL-Rest-API-CRUD.git,49,14,true,4,1,,94,false,false,NULL,NULL,2022-04-27 19:04:36+03,2025-02-06 00:38:35+02,2023-09-09 14:43:20+03,false,NULL,false,NULL,486262409,NULL,NULL,NULL
5550,false,PanHyridae/GyroCheck-Android-Library,14,git@github.com:PanHyridae/GyroCheck-Android-Library.git,https://github.com/PanHyridae/GyroCheck-Android-Library.git,412,14,true,3,1,apache-2.0,94,false,false,NULL,NULL,2017-01-19 18:58:36+02,2023-08-23 05:59:07+03,2023-08-23 05:58:01+03,false,NULL,false,NULL,79474755,NULL,NULL,NULL
5551,false,makkax/JavaCodeGenerator,14,git@github.com:makkax/JavaCodeGenerator.git,https://github.com/makkax/JavaCodeGenerator.git,1992,14,true,2,1,apache-2.0,94,false,false,NULL,NULL,2019-09-03 17:33:26+03,2025-01-15 14:25:43+02,2023-11-19 23:20:27+02,false,NULL,false,NULL,206098719,NULL,NULL,NULL
5552,false,NishkarshRaj/Maven_Actions,14,git@github.com:NishkarshRaj/Maven_Actions.git,https://github.com/NishkarshRaj/Maven_Actions.git,55,14,true,13,13,mit,94,false,false,NULL,NULL,2019-12-20 13:07:58+02,2024-02-03 15:50:08+02,2023-12-15 07:54:14+02,false,NULL,false,NULL,229249767,NULL,NULL,NULL
5553,false,mewebstudio/java-captcha-generator,13,git@github.com:mewebstudio/java-captcha-generator.git,https://github.com/mewebstudio/java-captcha-generator.git,256,13,true,6,0,mit,94,false,false,NULL,NULL,2023-08-01 17:09:29+03,2024-12-07 13:33:21+02,2023-08-04 15:49:21+03,false,NULL,false,NULL,673388912,NULL,NULL,NULL
5554,false,avodonosov/hashver-maven-plugin,13,git@github.com:avodonosov/hashver-maven-plugin.git,https://github.com/avodonosov/hashver-maven-plugin.git,95,13,true,2,5,agpl-3.0,94,false,false,NULL,NULL,2020-07-11 21:56:42+03,2024-09-21 11:49:20+03,2023-08-25 13:06:24+03,false,NULL,false,NULL,278923867,NULL,NULL,NULL
5555,false,Rugal/commitlinter-maven-plugin,13,git@github.com:Rugal/commitlinter-maven-plugin.git,https://github.com/Rugal/commitlinter-maven-plugin.git,85,13,true,1,2,,94,false,false,NULL,NULL,2017-11-18 00:27:44+02,2023-09-28 01:56:50+03,2023-02-23 12:00:27+02,false,NULL,false,NULL,111156719,NULL,NULL,NULL
5556,false,tatools/sunshine,13,git@github.com:tatools/sunshine.git,https://github.com/tatools/sunshine.git,507,13,true,8,0,apache-2.0,94,true,true,133,3,2017-02-17 16:23:10+02,2024-06-07 06:49:14+03,2023-08-31 01:04:09+03,true,NULL,true,It is a gradle project,82304453,NULL,NULL,401
5557,false,oktadev/okta-spring-boot-angular-auth-code-flow-example,13,git@github.com:oktadev/okta-spring-boot-angular-auth-code-flow-example.git,https://github.com/oktadev/okta-spring-boot-angular-auth-code-flow-example.git,854,13,true,5,3,apache-2.0,94,true,true,150,4,2018-06-08 07:44:18+03,2024-04-18 15:47:17+03,2023-02-28 01:40:40+02,true,NULL,true,It has a pushed_at date but no commits in the expected period,136567454,NULL,NULL,71
5558,false,cassunde/spring_boot_quarkus,13,git@github.com:cassunde/spring_boot_quarkus.git,https://github.com/cassunde/spring_boot_quarkus.git,10983,13,true,4,0,,94,false,false,NULL,NULL,2019-12-02 04:45:53+02,2025-01-05 15:46:33+02,2023-11-09 23:03:45+02,false,NULL,false,NULL,225270666,NULL,NULL,NULL
5559,false,svenruppert/docker-image-generator,13,git@github.com:svenruppert/docker-image-generator.git,https://github.com/svenruppert/docker-image-generator.git,1327,13,true,3,3,apache-2.0,94,true,true,28,2,2019-06-12 13:23:15+03,2025-02-15 10:47:36+02,2023-05-27 19:35:33+03,true,0.00,false,No actual tests,191548893,NULL,65c0bae4,21
5560,false,RagedUnicorn/github-release-maven-plugin,13,git@github.com:RagedUnicorn/github-release-maven-plugin.git,https://github.com/RagedUnicorn/github-release-maven-plugin.git,135,13,true,6,0,mit,94,true,true,111,8,2018-08-11 00:07:09+03,2023-12-06 00:54:26+02,2023-12-17 18:14:07+02,true,2.00,false,NULL,144332233,NULL,b7dbb80,302
5561,false,stalk-calvin/tetris-game,12,git@github.com:stalk-calvin/tetris-game.git,https://github.com/stalk-calvin/tetris-game.git,20148,12,true,14,2,,94,false,false,NULL,NULL,2017-05-12 07:06:35+03,2024-10-19 06:25:38+03,2023-08-06 23:30:54+03,false,NULL,false,NULL,91050087,NULL,NULL,NULL
5562,false,bernaozgen/microservice,12,git@github.com:bernaozgen/microservice.git,https://github.com/bernaozgen/microservice.git,87740,12,true,1,0,,94,false,false,NULL,NULL,2022-11-30 12:14:13+02,2024-12-03 12:43:01+02,2023-04-01 21:35:17+03,false,NULL,false,NULL,572457562,NULL,NULL,NULL
5563,false,Pallu27899/Online_Plant_Nursery_Management,12,git@github.com:Pallu27899/Online_Plant_Nursery_Management.git,https://github.com/Pallu27899/Online_Plant_Nursery_Management.git,341,12,true,5,1,,94,false,false,NULL,NULL,2022-11-08 17:55:00+02,2025-02-20 15:00:31+02,2023-01-28 12:13:22+02,false,NULL,false,NULL,563435556,NULL,NULL,NULL
5564,false,AthirsonSilva/kafka-microservices,12,git@github.com:AthirsonSilva/kafka-microservices.git,https://github.com/AthirsonSilva/kafka-microservices.git,79,12,true,3,0,,94,false,false,NULL,NULL,2023-03-30 01:12:00+03,2025-02-24 10:23:55+02,2023-05-10 19:47:50+03,false,NULL,false,NULL,621046288,NULL,NULL,NULL
5565,false,vzurauskas/nereides-jackson,12,git@github.com:vzurauskas/nereides-jackson.git,https://github.com/vzurauskas/nereides-jackson.git,183,12,true,1,9,mit,94,false,false,NULL,NULL,2019-05-18 15:29:31+03,2023-06-15 11:29:39+03,2023-06-15 13:11:38+03,false,NULL,false,NULL,187355343,NULL,NULL,NULL
5566,false,marschall/jdeps-maven-plugin,12,git@github.com:marschall/jdeps-maven-plugin.git,https://github.com/marschall/jdeps-maven-plugin.git,632,12,true,1,5,,94,false,false,NULL,NULL,2013-06-09 20:54:08+03,2023-08-26 21:37:03+03,2023-08-26 21:37:31+03,false,NULL,false,NULL,10586851,NULL,NULL,NULL
5567,false,JarvisCraft/minecraft-utils,11,git@github.com:JarvisCraft/minecraft-utils.git,https://github.com/JarvisCraft/minecraft-utils.git,1160,11,true,1,16,apache-2.0,94,false,false,NULL,NULL,2018-10-19 15:34:30+03,2024-02-29 14:40:02+02,2023-10-17 21:57:28+03,false,NULL,false,NULL,153780111,NULL,NULL,NULL
5568,false,sritejakv/splitwise-java,11,git@github.com:sritejakv/splitwise-java.git,https://github.com/sritejakv/splitwise-java.git,17,11,true,11,5,mit,94,true,true,7,1,2019-07-06 20:13:37+03,2024-03-31 22:01:42+03,2023-01-08 23:32:29+02,true,NULL,true,It has a pushed_at date but no commits in the expected period,195564780,NULL,NULL,90
5569,false,springframeworkguru/mb2g-testing,11,git@github.com:springframeworkguru/mb2g-testing.git,https://github.com/springframeworkguru/mb2g-testing.git,30,11,true,222,4,,94,false,false,NULL,NULL,2018-12-10 02:20:30+02,2023-03-23 23:59:22+02,2023-03-06 19:18:12+02,false,NULL,false,NULL,161094427,NULL,NULL,NULL
5570,false,Amanastel/Hotel-Management-Microservices,11,git@github.com:Amanastel/Hotel-Management-Microservices.git,https://github.com/Amanastel/Hotel-Management-Microservices.git,228,11,true,5,0,mit,94,false,false,NULL,NULL,2023-10-17 22:25:18+03,2025-02-25 16:08:40+02,2023-10-31 17:40:40+02,false,NULL,false,NULL,706352423,NULL,NULL,NULL
5571,false,Mastercard/xmlsignverify-core-java,11,git@github.com:Mastercard/xmlsignverify-core-java.git,https://github.com/Mastercard/xmlsignverify-core-java.git,49,11,true,11,4,apache-2.0,94,false,false,NULL,NULL,2020-07-15 13:01:22+03,2025-02-01 21:01:58+02,2023-10-21 02:01:18+03,false,NULL,false,NULL,279832504,NULL,NULL,NULL
5572,false,mincong-h/java-examples,11,git@github.com:mincong-h/java-examples.git,https://github.com/mincong-h/java-examples.git,1241,11,true,7,26,,94,false,false,NULL,NULL,2016-08-09 18:07:53+03,2024-09-16 00:09:08+03,2023-01-12 06:06:48+02,false,NULL,false,NULL,65304742,NULL,NULL,NULL
5573,false,mayurisamanta/Masai-Travels-RESTful-API,11,git@github.com:mayurisamanta/Masai-Travels-RESTful-API.git,https://github.com/mayurisamanta/Masai-Travels-RESTful-API.git,27486,11,true,2,0,,94,false,false,NULL,NULL,2022-11-09 12:08:39+02,2024-09-25 19:13:37+03,2023-07-19 15:32:16+03,false,NULL,false,NULL,563776535,NULL,NULL,NULL
5574,false,feltex/server-status,11,git@github.com:feltex/server-status.git,https://github.com/feltex/server-status.git,32,11,true,10,0,apache-2.0,94,true,true,26,3,2021-07-08 21:42:59+03,2024-07-06 17:10:04+03,2023-04-04 22:49:47+03,true,NULL,false,No branches found,384218799,NULL,368609c,3
5575,false,sonatype/ossindex-maven,11,git@github.com:sonatype/ossindex-maven.git,https://github.com/sonatype/ossindex-maven.git,5690,11,true,11,22,apache-2.0,94,false,false,NULL,NULL,2018-06-22 03:20:46+03,2024-10-06 21:13:00+03,2023-02-09 15:55:39+02,false,NULL,false,NULL,138235009,NULL,NULL,NULL
5576,false,renfei/SpringCloudDemo,11,git@github.com:renfei/SpringCloudDemo.git,https://github.com/renfei/SpringCloudDemo.git,64,11,true,3,107,,94,false,false,NULL,NULL,2020-02-17 09:10:05+02,2024-06-15 16:37:52+03,2024-08-26 20:52:08+03,false,NULL,false,NULL,241042012,NULL,NULL,NULL
5577,false,TechnocratSid/spring-spark-word-count,11,git@github.com:TechnocratSid/spring-spark-word-count.git,https://github.com/TechnocratSid/spring-spark-word-count.git,38,11,true,11,2,,94,false,false,NULL,NULL,2019-02-02 18:50:03+02,2024-09-02 17:52:37+03,2023-04-21 23:41:36+03,false,NULL,false,NULL,168853779,NULL,NULL,NULL
5578,false,aswinbennyofficial/Student-Mark-Management,11,git@github.com:aswinbennyofficial/Student-Mark-Management.git,https://github.com/aswinbennyofficial/Student-Mark-Management.git,60,11,true,6,1,mit,94,true,true,27,2,2023-08-29 22:09:15+03,2025-02-20 09:18:12+02,2023-09-11 19:45:23+03,true,0.00,false,No actual tests,684745132,NULL,a260cce,35
5579,false,wagnerjfr/springboot-crypto-kafka-docker,11,git@github.com:wagnerjfr/springboot-crypto-kafka-docker.git,https://github.com/wagnerjfr/springboot-crypto-kafka-docker.git,296,11,true,1,2,apache-2.0,94,true,true,27,1,2019-01-08 00:07:35+02,2024-07-16 20:46:23+03,2023-12-01 10:41:01+02,true,0.00,false,NULL,164504310,NULL,4dd5c73,30
5580,false,sitoolkit/sit-cv,11,git@github.com:sitoolkit/sit-cv.git,https://github.com/sitoolkit/sit-cv.git,8810,11,true,7,10,apache-2.0,94,false,false,NULL,NULL,2018-09-02 12:52:23+03,2025-01-28 05:26:52+02,2023-11-22 06:43:27+02,false,NULL,false,NULL,147073337,NULL,NULL,NULL
5581,false,kudzaiprichard/spring-ecommerce-api,11,git@github.com:kudzaiprichard/spring-ecommerce-api.git,https://github.com/kudzaiprichard/spring-ecommerce-api.git,422,11,true,3,0,other,94,false,false,NULL,NULL,2023-08-18 21:18:28+03,2024-10-13 04:01:49+03,2023-10-11 12:42:27+03,false,NULL,false,NULL,680255077,NULL,NULL,NULL
5582,false,TejasMedade/E-Commmerce-Application,11,git@github.com:TejasMedade/E-Commmerce-Application.git,https://github.com/TejasMedade/E-Commmerce-Application.git,6310,11,true,4,0,,94,false,false,NULL,NULL,2022-11-18 21:10:37+02,2024-02-12 07:44:24+02,2023-02-12 08:43:32+02,false,NULL,false,NULL,567865469,NULL,NULL,NULL
5583,false,jango89/jooqgen-liquibase-postgres,11,git@github.com:jango89/jooqgen-liquibase-postgres.git,https://github.com/jango89/jooqgen-liquibase-postgres.git,13,11,true,7,2,,94,false,false,NULL,NULL,2019-08-09 14:57:10+03,2023-05-24 17:06:33+03,2023-08-15 20:41:40+03,false,NULL,false,NULL,201458706,NULL,NULL,NULL
5584,false,DevSouza/decode-project,11,git@github.com:DevSouza/decode-project.git,https://github.com/DevSouza/decode-project.git,19276,11,true,6,0,,94,false,false,NULL,NULL,2023-09-13 16:50:17+03,2024-11-09 17:24:15+02,2023-09-13 19:36:26+03,false,NULL,false,NULL,691098154,NULL,NULL,NULL
5585,false,oubaydos/javaRIG,10,git@github.com:oubaydos/javaRIG.git,https://github.com/oubaydos/javaRIG.git,1301,10,true,3,11,mit,94,false,false,NULL,NULL,2022-08-21 01:45:51+03,2024-01-29 07:28:55+02,2023-11-09 00:26:40+02,false,NULL,false,NULL,527055972,NULL,NULL,NULL
5586,false,jinahya/proguard-with-maven-example,10,git@github.com:jinahya/proguard-with-maven-example.git,https://github.com/jinahya/proguard-with-maven-example.git,67,10,true,6,0,apache-2.0,94,true,true,127,2,2014-04-19 06:06:12+03,2024-04-27 23:39:36+03,2023-11-16 11:44:30+02,true,0.00,false,No actual tests,18932104,NULL,e88d239,21
5587,false,life888888/JPdfBookmarks,10,git@github.com:life888888/JPdfBookmarks.git,https://github.com/life888888/JPdfBookmarks.git,14727,10,true,2,0,gpl-3.0,94,false,false,NULL,NULL,2022-03-15 12:58:25+02,2024-10-29 21:03:51+02,2023-09-04 16:41:22+03,false,NULL,false,NULL,470119148,NULL,NULL,NULL
